Running for 60.0 seconds (120 samples at 0.5 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
20:03:33  67.1   0.0  11.3  21.6   0.0   59 286686 180896    1    1    1  97.61 
20:03:34  66.5   0.0  11.4  22.1   0.0   38 291100 185338    0    0    0  97.66 
20:03:34  66.1   0.0  10.9  22.9   0.0   59 292536 181386    0    0    0  97.66 
20:03:35  67.5   0.0  11.7  20.7   0.0   31 300082 186000    0    0    0  98.26 
20:03:35  66.9   0.0  11.0  22.2   0.0   19 287858 187508    0    0    0  97.51 
20:03:36  66.5   0.0  10.7  22.8   0.0   43 295160 184652    0    0    0  97.11 
20:03:36  68.0   0.0  10.7  21.3   0.0   83 298014 185402    0    0    0  97.64 
20:03:37  67.0   0.0  11.5  21.5   0.0   49 288600 196472    0    0    0  97.69 
20:03:37  67.1   0.0  12.0  20.9   0.0   37 299754 191000    0    0    0  97.60 
20:03:38  68.1   0.0  10.1  21.8   0.0   55 301700 187934    0    0    0  97.47 
20:03:38  68.9   0.0  10.2  21.0   0.0   16 297882 189706    0    0    0  97.45 
20:03:39  67.1   0.0  10.8  22.1   0.0   25 294984 184154    0    0    0  97.55 
20:03:39  66.2   0.0  11.7  22.1   0.0   77 305390 189576    0    0    0  97.30 
20:03:40  65.6   0.0  12.5  21.8   0.0   51 289670 191264    0    0    0  97.38 
20:03:40  67.9   0.0  10.7  21.4   0.0   44 281780 180166    0    0    0  97.68 
20:03:41  66.3   0.0  12.2  21.4   0.0   43 295920 179452    0    0    0  97.91 
20:03:41  67.1   0.0  10.8  22.0   0.0   40 295148 180966    0    0    0  97.33 
20:03:42  65.9   0.0  11.7  22.4   0.0   89 300390 185630    0    0    0  97.67 
20:03:42  66.0   0.0  12.5  21.5   0.0   29 297024 181772    0    0    0  97.39 
20:03:43  67.2   0.0  10.4  22.5   0.0   57 297778 187578    0    0    0  97.26 
20:03:43  65.9   0.0  11.2  22.9   0.0   46 292472 177032    0    0    0  96.99 
20:03:44  68.6   0.0  10.9  20.5   0.0   46 283986 188498    0    0    0  98.12 
20:03:44  64.9   0.0  11.6  23.5   0.0   51 299754 191006    0    0    0  96.67 
20:03:45  66.9   0.0  11.0  22.1   0.0   32 297110 192146    0    0    0  97.55 
20:03:45  67.7   0.0  11.1  21.2   0.0   49 290334 191622    0    0    0  97.64 
20:03:46  65.6   0.0  11.4  23.1   0.0   31 290226 185192    0    0    0  97.00 
20:03:46  67.7   0.0  12.1  20.3   0.0   52 293194 195030    0    0    0  98.38 
20:03:47  66.8   0.0  10.6  22.6   0.0   82 292182 189266    0    0    0  97.17 
20:03:47  67.7   0.0  11.5  20.8   0.0   75 294236 177190    0    0    0  98.17 
20:03:48  66.8   0.0  11.5  21.7   0.0   78 287436 192434    0    0    0  97.80 
20:03:48  66.3   0.0  11.2  22.5   0.0   28 292734 182194    0    0    0  97.18 
20:03:49  66.3   0.0  12.2  21.5   0.0   70 290296 185942    0    0    0  97.71 
20:03:49  67.2   0.0  11.1  21.8   0.0   22 300888 190334    0    0    0  97.72 
20:03:50  66.4   0.0  11.7  22.0   0.0   60 299326 192140    0    0    0  97.63 
20:03:50  66.2   0.0  11.2  22.6   0.0   23 297794 183610    0    0    0  97.41 
20:03:51  66.6   0.0  11.7  21.7   0.0   49 294262 181136    0    0    0  97.68 
20:03:51  66.8   0.0  11.6  21.6   0.0   42 292170 191880    0    0    0  97.35 
20:03:52  67.2   0.0  10.7  22.1   0.0   66 298416 189268    0    0    0  97.24 
20:03:52  66.4   0.0  11.3  22.4   0.0   52 302008 184488    0    0    0  97.47 
20:03:53  67.7   0.0  10.1  22.2   0.0   34 291696 175976    0    0    0  97.40 
20:03:53  66.0   0.0  11.6  22.4   0.0   50 301414 185014    0    0    0  97.25 
20:03:54  66.5   0.0  11.6  21.8   0.1   48 300682 183566    0    0    0  97.96 
20:03:54  65.6   0.0  12.0  22.4   0.0   52 304382 187792    0    0    0  97.37 
20:03:55  67.0   0.0  11.1  21.9   0.0   74 296532 187854    0    0    0  97.66 
20:03:55  66.3   0.0  11.7  22.0   0.0   32 291560 186550    0    0    0  97.86 
20:03:56  65.3   0.0  11.5  23.2   0.0   69 297770 185894    2    0    0  97.08 
20:03:56  67.0   0.0  11.8  21.2   0.0   97 293418 185412    0    0    0  97.85 
20:03:57  66.1   0.0  11.6  22.2   0.0   35 284266 179460    0    0    0  97.19 
20:03:57  67.5   0.0  11.0  21.6   0.0   41 295018 191518    0    0    0  97.74 
