target,governor,arrival_rate_rps,requests_sec,avg_power_watts,latency_avg_ms,latency_stdev_ms,latency_max_ms,p50_ms,p90_ms,p95_ms,p99_ms,wrk_output,powerstat_output
user,performance,1000,1000.720000,38.88,0.454970,0.131160,2.600000,0.424000,0.618000,0.681000,0.900000,/tmp/hotelReservation-power-sweeps/20260427T195338Z/1000/performance/client/logs/wrk_user_client_1000.log,/tmp/hotelReservation-power-sweeps/20260427T195338Z/1000/performance/server/logs/powerstat_user_performance_1000.log
user,performance,5000,4980.210000,48.46,0.393300,0.172300,4.120000,0.347000,0.564000,0.718000,1.090000,/tmp/hotelReservation-power-sweeps/20260427T195338Z/5000/performance/client/logs/wrk_user_client_5000.log,/tmp/hotelReservation-power-sweeps/20260427T195338Z/5000/performance/server/logs/powerstat_user_performance_5000.log
user,performance,9000,9007.320000,54.38,0.454690,0.235340,7.990000,0.386000,0.695000,0.891000,1.370000,/tmp/hotelReservation-power-sweeps/20260427T195338Z/9000/performance/client/logs/wrk_user_client_9000.log,/tmp/hotelReservation-power-sweeps/20260427T195338Z/9000/performance/server/logs/powerstat_user_performance_9000.log
user,performance,13000,12995.100000,59.93,0.541260,0.303760,8.810000,0.441000,0.900000,1.136000,1.720000,/tmp/hotelReservation-power-sweeps/20260427T195338Z/13000/performance/client/logs/wrk_user_client_13000.log,/tmp/hotelReservation-power-sweeps/20260427T195338Z/13000/performance/server/logs/powerstat_user_performance_13000.log
user,performance,17000,17005.280000,64.23,0.646730,0.384020,6.340000,0.508000,1.150000,1.422000,2.090000,/tmp/hotelReservation-power-sweeps/20260427T195338Z/17000/performance/client/logs/wrk_user_client_17000.log,/tmp/hotelReservation-power-sweeps/20260427T195338Z/17000/performance/server/logs/powerstat_user_performance_17000.log
user,performance,21000,20933.280000,68.07,0.811310,0.527340,7.990000,0.624000,1.490000,1.838000,2.710000,/tmp/hotelReservation-power-sweeps/20260427T195338Z/21000/performance/client/logs/wrk_user_client_21000.log,/tmp/hotelReservation-power-sweeps/20260427T195338Z/21000/performance/server/logs/powerstat_user_performance_21000.log
user,schedutil,1000,997.280000,22.12,0.740760,0.171750,3.700000,0.711000,0.850000,0.918000,1.630000,/tmp/hotelReservation-power-sweeps/20260427T195338Z/1000/schedutil/client/logs/wrk_user_client_1000.log,/tmp/hotelReservation-power-sweeps/20260427T195338Z/1000/schedutil/server/logs/powerstat_user_schedutil_1000.log
user,schedutil,5000,5015.000000,28.05,0.860000,0.398980,6.860000,0.741000,1.340000,1.712000,2.530000,/tmp/hotelReservation-power-sweeps/20260427T195338Z/5000/schedutil/client/logs/wrk_user_client_5000.log,/tmp/hotelReservation-power-sweeps/20260427T195338Z/5000/schedutil/server/logs/powerstat_user_schedutil_5000.log
user,schedutil,9000,8976.090000,38.04,0.920000,0.533770,8.490000,0.718000,1.600000,2.006000,2.980000,/tmp/hotelReservation-power-sweeps/20260427T195338Z/9000/schedutil/client/logs/wrk_user_client_9000.log,/tmp/hotelReservation-power-sweeps/20260427T195338Z/9000/schedutil/server/logs/powerstat_user_schedutil_9000.log
user,schedutil,13000,12949.190000,51.38,0.811580,0.498870,8.940000,0.631000,1.430000,1.784000,2.720000,/tmp/hotelReservation-power-sweeps/20260427T195338Z/13000/schedutil/client/logs/wrk_user_client_13000.log,/tmp/hotelReservation-power-sweeps/20260427T195338Z/13000/schedutil/server/logs/powerstat_user_schedutil_13000.log
user,schedutil,17000,17005.350000,60.39,0.758600,0.475390,9.530000,0.586000,1.370000,1.686000,2.520000,/tmp/hotelReservation-power-sweeps/20260427T195338Z/17000/schedutil/client/logs/wrk_user_client_17000.log,/tmp/hotelReservation-power-sweeps/20260427T195338Z/17000/schedutil/server/logs/powerstat_user_schedutil_17000.log
user,schedutil,21000,21008.750000,66.74,0.847650,0.550810,8.580000,0.652000,1.560000,1.922000,2.820000,/tmp/hotelReservation-power-sweeps/20260427T195338Z/21000/schedutil/client/logs/wrk_user_client_21000.log,/tmp/hotelReservation-power-sweeps/20260427T195338Z/21000/schedutil/server/logs/powerstat_user_schedutil_21000.log
