target,governor,arrival_rate_rps,requests_sec,avg_power_watts,latency_avg_ms,latency_stdev_ms,latency_max_ms,p50_ms,p90_ms,p95_ms,p99_ms,wrk_output,powerstat_output
hotels,performance,1000,996.230000,49.48,1.670000,0.310670,5.340000,1.630000,2.010000,2.247000,2.780000,/tmp/hotelReservation-power-sweeps/20260426T120854Z/1000/performance/client/logs/wrk_hotels_client_1000.log,/tmp/hotelReservation-power-sweeps/20260426T120854Z/1000/performance/server/logs/powerstat_hotels_performance_1000.log
hotels,performance,3000,3005.730000,63.60,1.940000,0.499060,7.290000,1.830000,2.590000,2.913000,3.730000,/tmp/hotelReservation-power-sweeps/20260426T120854Z/3000/performance/client/logs/wrk_hotels_client_3000.log,/tmp/hotelReservation-power-sweeps/20260426T120854Z/3000/performance/server/logs/powerstat_hotels_performance_3000.log
hotels,performance,5000,5009.640000,72.65,2.380000,0.786910,13.510000,2.180000,3.360000,3.885000,5.180000,/tmp/hotelReservation-power-sweeps/20260426T120854Z/5000/performance/client/logs/wrk_hotels_client_5000.log,/tmp/hotelReservation-power-sweeps/20260426T120854Z/5000/performance/server/logs/powerstat_hotels_performance_5000.log
hotels,performance,7000,6981.270000,78.49,3.200000,1.310000,21.840000,2.900000,4.830000,5.727000,7.870000,/tmp/hotelReservation-power-sweeps/20260426T120854Z/7000/performance/client/logs/wrk_hotels_client_7000.log,/tmp/hotelReservation-power-sweeps/20260426T120854Z/7000/performance/server/logs/powerstat_hotels_performance_7000.log
hotels,performance,9000,8968.180000,81.91,5.460000,2.950000,44.450000,4.670000,9.090000,11.151000,16.350000,/tmp/hotelReservation-power-sweeps/20260426T120854Z/9000/performance/client/logs/wrk_hotels_client_9000.log,/tmp/hotelReservation-power-sweeps/20260426T120854Z/9000/performance/server/logs/powerstat_hotels_performance_9000.log
hotels,performance,11000,11003.430000,83.08,19.940000,15.780000,194.820000,14.940000,39.840000,51.615000,78.910000,/tmp/hotelReservation-power-sweeps/20260426T120854Z/11000/performance/client/logs/wrk_hotels_client_11000.log,/tmp/hotelReservation-power-sweeps/20260426T120854Z/11000/performance/server/logs/powerstat_hotels_performance_11000.log
hotels,performance,13000,11817.180000,83.41,3080.000000,1370.000000,6920.000000,3060.000000,4940.000000,5369.855000,6020.000000,/tmp/hotelReservation-power-sweeps/20260426T120854Z/13000/performance/client/logs/wrk_hotels_client_13000.log,/tmp/hotelReservation-power-sweeps/20260426T120854Z/13000/performance/server/logs/powerstat_hotels_performance_13000.log
hotels,performance,15000,11836.810000,83.47,7440.000000,3070.000000,14280.000000,7450.000000,11600.000000,12238.847000,13080.000000,/tmp/hotelReservation-power-sweeps/20260426T120854Z/15000/performance/client/logs/wrk_hotels_client_15000.log,/tmp/hotelReservation-power-sweeps/20260426T120854Z/15000/performance/server/logs/powerstat_hotels_performance_15000.log
hotels,performance,17000,11846.960000,83.32,10410.000000,4380.000000,19300.000000,10390.000000,16450.000000,17268.735000,18140.000000,/tmp/hotelReservation-power-sweeps/20260426T120854Z/17000/performance/client/logs/wrk_hotels_client_17000.log,/tmp/hotelReservation-power-sweeps/20260426T120854Z/17000/performance/server/logs/powerstat_hotels_performance_17000.log
hotels,performance,19000,11832.150000,83.53,13300.000000,5440.000000,24220.000000,13310.000000,20810.000000,21741.567000,22680.000000,/tmp/hotelReservation-power-sweeps/20260426T120854Z/19000/performance/client/logs/wrk_hotels_client_19000.log,/tmp/hotelReservation-power-sweeps/20260426T120854Z/19000/performance/server/logs/powerstat_hotels_performance_19000.log
